match_id,time_s,cs_self,cs_enemy,cs_diff,xp_self,xp_enemy,xp_diff,self_x,self_y,enemy_x,enemy_y,champ_distance,self_base_distance,cs_diff_final,is_ahead_final
NA1_5411690979,780.285,66,83,-17,5637,6739,-1102,5146,5136,6852,13494,8530.334108345347,7270.475362725604,-27,0
NA1_5411690979,840.303,76,95,-19,6360,7355,-995,688,880,8605,4646,8767.077335121437,1117.0246192452519,-27,0
NA1_5411690979,900.326,82,101,-19,6799,8252,-1453,9852,5478,1236,12133,10886.894920040333,11272.550199489022,-27,0
NA1_5411690979,960.36,88,108,-20,7405,8683,-1278,6704,6294,4920,11548,5548.618927264693,9195.545225814509,-27,0
NA1_5411690979,1020.366,96,123,-27,8713,9484,-771,8415,7224,3254,11799,6896.85044059968,11090.464417687836,-27,0
NA1_5412352010,0.0,0,0,0,0,0,0,14103,14195,603,611,19151.37217016055,2618.517519513666,-19,0
NA1_5412352010,60.012,0,0,0,0,0,0,4325,11755,1840,12963,2763.0579074641196,12422.7875293752,-19,0
NA1_5412352010,120.04,2,3,-1,185,215,-30,2954,13064,2679,12919,310.8858311341963,13372.292697963203,-19,0
NA1_5412352010,180.126,8,13,-5,707,829,-122,4163,13609,5563,13559,1400.89257261219,12076.069310831235,-19,0
NA1_5412352010,240.14,20,21,-1,1477,1324,153,1544,11732,944,10601,1280.2972311147128,15072.88160903548,-19,0
NA1_5412352010,300.158,22,31,-9,1695,2063,-368,4185,13659,3115,13268,1139.2019136219883,12044.687874743788,-19,0
NA1_5412352010,360.187,29,32,-3,2216,2217,-1,14153,14354,1219,11028,13354.79808907645,2474.009902971288,-19,0
NA1_5412352010,420.197,30,46,-16,2359,2895,-536,3829,13734,3067,13142,964.9393763340784,12380.145273784148,-19,0
NA1_5412352010,480.22,38,60,-22,2944,3989,-1045,3881,13433,3522,13236,409.49969474958095,12387.88319286229,-19,0
NA1_5412352010,540.246,44,68,-24,3281,4377,-1096,4243,11806,3313,9542,2447.5694065746125,12482.655366547617,-19,0
NA1_5412352010,600.248,53,69,-16,3775,4808,-1033,3773,13375,3571,13219,255.22539058643832,12505.604903402314,-19,0
NA1_5412352010,660.273,54,76,-22,4191,5186,-995,844,10633,842,10655,22.090722034374522,16078.215852512989,-19,0
NA1_5412352010,720.298,55,76,-21,4231,5452,-1221,3473,13161,3157,12359,862.0092806924993,12844.673993527435,-19,0
NA1_5412352010,780.304,69,88,-19,4994,6180,-1186,3888,13471,3271,13251,655.0488531399776,12373.212396140301,-19,0
NA1_5412387062,0.0,0,0,0,0,0,0,603,611,14103,14195,19151.37217016055,858.4462708871184,-10,0
NA1_5412387062,60.028,0,0,0,0,0,0,1623,11634,2579,12321,1177.2446644601962,11746.662717555144,-10,0
NA1_5412387062,120.043,2,2,0,185,185,0,2193,11939,1961,12455,565.7561312084916,12138.738402321718,-10,0
NA1_5412387062,180.121,5,14,-9,707,829,-122,1125,10479,1053,10704,236.23928547132036,10539.215625462835,-10,0
NA1_5412387062,240.122,10,23,-13,1355,1477,-122,1622,11273,1769,11899,643.0279931698153,11389.091842636093,-10,0
NA1_5412387062,300.155,15,31,-16,1908,2125,-217,1443,10936,2294,12338,1640.0624988091156,11030.790769477953,-10,0
NA1_5412387062,360.161,21,37,-16,2371,2431,-60,1482,11161,1848,11858,787.2515481089891,11258.962874083918,-10,0
NA1_5412387062,420.193,30,44,-14,3019,3018,1,1508,11139,2252,11632,892.5161062972477,11240.613195017431,-10,0
NA1_5412387062,480.207,43,54,-11,3727,3635,92,3044,13518,3606,13680,584.8828942617488,13856.488011036563,-10,0
NA1_5412387062,540.217,47,57,-10,4312,3910,402,1344,9099,1771,11404,2344.2171401130913,9197.724555562641,-10,0
NA1_5412387062,600.225,56,62,-6,5113,4322,791,3213,13721,2991,13360,423.79830108201236,14092.168392408601,-10,0
NA1_5412387062,660.229,66,68,-2,5719,4663,1056,1685,12880,4703,13558,3093.219681820223,12989.750767431991,-10,0
NA1_5412387062,720.249,69,78,-9,6179,5464,715,1236,10636,2052,11613,1272.9434394347613,10707.576383103695,-10,0
NA1_5412387062,780.259,74,86,-12,6581,6112,469,874,10306,1703,11185,1208.2557676253816,10342.993377161178,-10,0
NA1_5412387062,840.272,77,87,-10,7087,6736,351,1625,9441,1190,9158,518.9547186412317,9579.828077789287,-10,0
NA1_5412727673,0.0,0,0,0,0,0,0,14103,14195,603,611,19151.37217016055,2618.517519513666,38,1
NA1_5412727673,60.03,0,0,0,0,0,0,4531,12163,3687,11569,1032.0717029354114,12093.82197653,38,1
NA1_5412727673,120.053,2,4,-2,185,215,-30,2778,13114,2301,12847,546.6424791397025,13533.302627222965,38,1
NA1_5412727673,180.14,10,7,3,943,492,451,1045,10689,394,461,10248.696746416103,15870.058159943837,38,1
NA1_5412727673,240.143,15,11,4,1314,768,546,2207,11870,2058,11866,149.05368160498418,14398.046707800333,38,1
NA1_5412727673,300.173,22,20,2,1704,1701,3,4995,13312,1899,11742,3471.327699886601,11328.52015931472,38,1
NA1_5412727673,360.196,34,22,12,2463,2041,422,1611,11011,1424,10701,362.03452874000845,15229.361181612314,38,1
NA1_5412727673,420.218,44,26,18,3111,2750,361,1534,11095,1204,10469,707.6552833124331,15274.95273315109,38,1
NA1_5412727673,480.237,53,31,22,3759,3303,456,1503,10752,853,10703,651.8443065640752,15417.668857515393,38,1
NA1_5412727673,540.241,57,31,26,4363,3712,651,3811,10436,3937,10393,133.13526955694348,13398.873721324491,38,1
NA1_5412727673,600.263,63,32,31,4670,4084,586,1325,11325,1284,10607,719.169660094195,15401.663871153662,38,1
NA1_5412727673,660.279,74,36,38,5458,4368,1090,1239,10723,987,10900,307.9496712126837,15675.900293125113,38,1
NA1_5412753167,0.0,0,0,0,0,0,0,14103,14195,603,611,19151.37217016055,2618.517519513666,14,1
NA1_5412753167,60.027,0,0,0,0,0,0,4306,11823,1525,11277,2834.091918057705,12417.607056111898,14,1
NA1_5412753167,120.049,4,2,2,246,123,123,1875,12336,1183,12008,765.7989292235919,14592.481660087842,14,1
NA1_5412753167,180.157,11,10,1,829,829,0,2990,13186,2000,11429,2016.7173822824059,13310.848808396857,14,1
NA1_5412753167,240.165,16,12,4,1246,1014,232,8051,13778,1221,11494,7201.774503551191,8253.719464580801,14,1
NA1_5412753167,300.196,24,25,-1,1770,1754,16,1474,11830,1467,11152,678.0361347302959,15112.695854810287,14,1
NA1_5412753167,360.228,28,29,-1,2487,1938,549,14340,14391,1070,5660,15884.686367693886,2311.8133575182924,14,1
NA1_5412753167,420.256,38,31,7,3164,2248,916,1401,11483,1367,10867,616.9375981410113,15281.822208100708,14,1
NA1_5412753167,480.264,47,34,13,3831,2952,879,14340,14391,1386,10551,13511.170045558601,2311.8133575182924,14,1
NA1_5412753167,540.279,53,45,8,4281,3630,651,4475,9968,1336,10807,3249.1909762277746,13008.099361551633,14,1
NA1_5412753167,600.298,53,46,7,4603,3881,722,4587,4240,3999,3767,754.6343485423918,16387.6224327997,14,1
NA1_5412753167,660.31,56,48,8,4910,4158,752,3097,11364,1526,11672,1600.9075551074147,13710.576391968356,14,1
NA1_5412753167,720.33,63,53,10,5410,4984,426,1949,12373,2604,13052,943.4330924872203,14511.572278702264,14,1
NA1_5412753167,780.354,73,59,14,5873,5525,348,1521,11566,1477,10120,1446.6692780314372,15142.714320755047,14,1
NA1_5412753167,840.386,80,64,16,6365,6078,287,1579,12107,1317,11235,910.5097473393681,14937.224976547684,14,1
NA1_5412753167,900.411,94,70,24,7073,6685,388,1464,10595,1248,10312,356.0126402250347,15508.36293746055,14,1
NA1_5412753167,960.443,94,80,14,7073,8094,-1021,7864,13981,394,461,15446.400875284831,8382.771439088627,14,1
NA1_5412770924,0.0,0,0,0,0,0,0,603,611,14103,14195,19151.37217016055,858.4462708871184,42,1
NA1_5412770924,60.019,0,0,0,0,0,0,3435,11130,2877,11864,922.0195225698857,11648.00948660328,42,1
NA1_5412770924,120.036,2,3,-1,215,185,30,1776,11883,2394,12273,730.7694574898434,12014.985018717252,42,1
NA1_5412770924,180.128,11,13,-2,798,798,0,1291,11535,2229,12003,1048.269049433398,11607.019686379446,42,1
NA1_5412770924,240.136,20,23,-3,1477,1477,0,1476,10847,2411,12425,1834.205277497587,10946.962364053326,42,1
NA1_5412770924,300.166,30,34,-4,2064,2125,-61,1224,10983,1169,12138,1156.308782289575,11050.993846708992,42,1
NA1_5412770924,360.171,42,41,1,2647,2678,-31,1397,10807,2038,12252,1580.7928390526065,10896.919656490085,42,1
NA1_5412770924,420.176,50,48,2,3265,3325,-60,1406,11142,2677,11864,1461.754083284873,11230.360635349161,42,1
NA1_5412770924,480.178,64,51,13,3973,3675,298,3389,13484,13999,14343,10644.716107064574,13903.365671663822,42,1
NA1_5412770924,540.203,68,56,12,4250,4073,177,2625,7526,3570,8282,1210.1904808748084,7970.6524827017765,42,1
NA1_5412770924,600.211,79,57,22,5320,4444,876,1431,11625,2398,11715,971.1791801722276,11712.744597232537,42,1
NA1_5412770924,660.241,87,63,24,5781,4969,812,1483,10539,2553,11456,1409.180258164299,10642.829041190129,42,1
NA1_5412770924,720.254,99,67,32,6459,5139,1320,2941,13060,3653,13268,741.7600690250183,13387.049002674188,42,1
NA1_5412770924,780.267,110,77,33,7127,5810,1317,3133,13267,14340,14391,11263.22444950823,13631.910284329193,42,1
NA1_5412770924,840.296,116,77,39,7945,6287,1658,2172,12424,2120,12514,103.94229168149026,12612.42879068104,42,1
NA1_5412770924,900.311,124,82,42,8271,6659,1612,2436,11470,1189,12105,1399.369143578634,11725.826026340319,42,1
NA1_5412824268,0.0,0,0,0,0,0,0,603,611,14103,14195,19151.37217016055,858.4462708871184,-20,0
NA1_5412824268,60.011,0,0,0,0,0,0,3302,11117,2753,11431,632.4531603209838,11597.02086744695,-20,0
NA1_5412824268,120.029,2,5,-3,185,276,-91,1107,11176,1126,12064,888.2032425070289,11230.691207579344,-20,0
NA1_5412824268,180.039,6,13,-7,882,768,114,1685,12087,2031,12680,686.5602668375152,12203.884381622107,-20,0
NA1_5412824268,240.045,15,21,-6,1530,1169,361,394,461,2662,13238,12976.731213984514,606.4297156307564,-20,0
NA1_5412824268,300.067,18,32,-14,1901,1879,22,1457,11059,2264,13440,2514.042561294458,11154.565433041307,-20,0
NA1_5412824268,360.091,29,39,-10,2545,2246,299,1396,11669,2888,12768,1853.0690758846524,11752.207324583753,-20,0
NA1_5412824268,420.189,40,46,-6,3193,2618,575,3265,13040,4648,13267,1401.5056189684008,13442.53789282366,-20,0
NA1_5412824268,480.217,43,54,-11,3468,3109,359,3596,9959,3135,12339,2424.23616836314,10588.337782673916,-20,0
NA1_5412824268,540.242,47,62,-15,3734,3508,226,1745,12090,3103,12965,1615.4841379598872,12215.282436358155,-20,0
NA1_5412824268,600.257,56,72,-16,4350,4186,164,1933,12125,2504,12779,868.1917990858932,12278.11524624199,-20,0
NA1_5412824268,660.28,63,77,-14,5028,4463,565,2359,12655,5752,13528,3503.5093834611034,12872.99133845743,-20,0
NA1_5412824268,720.309,74,86,-12,5601,5263,338,1483,11603,3647,13441,2839.2146801536514,11697.38851197138,-20,0
NA1_5412824268,780.322,81,96,-15,6195,5818,377,3698,13229,4457,13984,1070.5634030733538,13736.14374560779,-20,0
NA1_5412824268,840.322,86,104,-18,6655,6694,-39,1796,13026,1835,12991,52.40229002629561,13149.231612531585,-20,0
NA1_5412824268,900.344,89,111,-22,7015,7032,-17,2644,12189,2565,13069,883.538906896578,12472.46795946977,-20,0
NA1_5412824268,960.377,99,124,-25,7743,7729,14,4688,7290,4060,9392,2193.8067371580387,8667.262774371156,-20,0
NA1_5412824268,1020.39,103,124,-21,8526,7983,543,3467,13384,14328,14516,10919.832645237746,13825.756579659574,-20,0
NA1_5412824268,1080.403,104,130,-26,8708,8474,234,4482,4461,3980,13503,9055.92446964969,6323.673378662121,-20,0
NA1_5412824268,1140.425,110,130,-20,9898,8529,1369,4808,4591,4313,13610,9032.573608889108,6647.867703256436,-20,0
NA1_5412868816,0.0,0,0,0,0,0,0,603,611,14103,14195,19151.37217016055,858.4462708871184,28,1
NA1_5412868816,60.022,0,0,0,0,0,0,2323,12996,4455,13452,2180.2201723679195,13201.982616258818,28,1
NA1_5412868816,120.053,3,0,3,276,61,215,3036,13098,3424,13088,388.1288445864337,13445.255668822367,28,1
NA1_5412868816,180.126,11,8,3,829,768,61,3240,13138,3768,13654,738.2682439330572,13531.616459240928,28,1
NA1_5412868816,240.15,13,12,1,1344,1125,219,1046,6734,3493,13533,7225.940077249465,6814.7539940925235,28,1
NA1_5412868816,300.179,25,19,6,1991,1618,373,2731,12914,3554,13211,874.9502843019139,13199.612001873389,28,1
NA1_5412868816,360.193,34,20,14,2770,1730,1040,2627,13571,4067,13576,1440.0086805293918,13822.921905299183,28,1
NA1_5412868816,420.199,38,30,8,3068,2438,630,1312,12035,3716,13318,2724.9412837710834,12106.302862558825,28,1
NA1_5412868816,480.214,55,32,23,3868,2624,1244,1815,11837,2727,12616,1199.4102717585838,11975.341080737533,28,1
NA1_5412868816,540.233,63,36,27,4441,3322,1119,3392,13517,4172,13694,799.8306070662712,13936.102503928421,28,1
NA1_5412868816,600.262,72,41,31,5035,4047,988,4191,10176,3769,13895,3742.8658805786777,11005.246794143237,28,1
NA1_5412868816,660.272,79,45,34,5620,4323,1297,2823,13016,4156,13591,1451.727935943922,13318.617983860036,28,1
NA1_5412868816,720.274,87,59,28,5926,5174,752,2736,13025,3258,13718,867.6018672179077,13309.256966487648,28,1
NA1_5412908886,0.0,0,0,0,0,0,0,603,611,14103,14195,19151.37217016055,858.4462708871184,9,1
NA1_5412908886,60.004,0,0,0,0,0,0,2804,12511,4679,13554,2145.5707865274453,12821.370324579195,9,1
NA1_5412908886,120.032,3,2,1,215,185,30,2394,12357,3004,13346,1161.9901032280782,12586.766264613005,9,1
NA1_5412908886,180.033,9,5,4,943,430,513,2343,13332,4370,13715,2062.8664522939916,13536.316818100853,9,1
NA1_5412908886,240.059,18,15,3,1591,1199,392,1284,10573,1758,11761,1279.0699746300043,10650.680025237825,9,1
NA1_5412908886,300.155,28,27,1,2178,1847,331,1314,11121,3175,13337,2893.7824728199594,11198.358674377241,9,1
NA1_5412908886,360.166,38,31,7,2792,2124,668,394,461,6597,13905,14806.023942976723,606.4297156307564,9,1
NA1_5412908886,420.176,47,39,8,3378,2795,583,1975,11382,2995,11125,1051.8787952991543,11552.079856025926,9,1
NA1_5412908886,480.189,58,43,15,4260,3043,1217,1787,12995,3261,12768,1491.3768806039604,13117.293699540312,9,1
NA1_5412908886,540.205,63,55,8,4709,3596,1113,2240,12124,3433,11478,1356.6742424030906,12329.192025432973,9,1
NA1_5412908886,600.212,73,62,11,5357,4084,1273,3787,11760,4431,11671,650.1207580134633,12354.714444292105,9,1
NA1_5412908886,660.234,73,68,5,5728,4782,946,1333,10074,1198,10943,879.4236749144294,10161.809140108862,9,1
NA1_5412908886,720.246,87,76,11,6641,5273,1368,2290,12618,3421,13112,1234.178674260741,12824.11883912497,9,1
NA1_5412908886,780.272,97,82,15,7761,5708,2053,2429,13466,3730,13237,1321.0003785010813,13683.318201372063,9,1
NA1_5412908886,840.283,106,91,15,8224,6397,1827,1932,11366,2519,11963,837.244289320626,11529.032049569469,9,1
NA1_5412908886,900.3,112,103,9,8622,7271,1351,999,10105,1629,10942,1047.6015463906112,10154.261469944528,9,1
NA1_5412948431,0.0,0,0,0,0,0,0,603,611,14103,14195,19151.37217016055,858.4462708871184,32,1
NA1_5412948431,60.004,1,0,1,0,0,0,2724,12042,2755,11962,85.7962703152066,12346.252062873169,32,1
NA1_5412948431,120.036,6,3,3,260,185,75,2417,12874,3002,13210,674.6265633667266,13098.922283913284,32,1
NA1_5412948431,180.117,12,5,7,957,461,496,469,636,8761,14024,15747.882651328082,790.2259170642279,32,1
NA1_5412948431,240.134,18,7,11,1298,1075,223,2109,12393,2484,12942,664.8503591034602,12571.170589885414,32,1
NA1_5412948431,300.144,32,10,22,2067,1321,746,3288,13373,8269,14075,5030.225144066615,13771.277101271327,32,1
NA1_5412948431,360.153,39,14,25,2487,1904,583,1325,11242,2215,12067,1213.5588160447767,11319.814000238697,32,1
NA1_5412948431,420.161,49,18,31,3365,2431,934,2722,13589,4549,13771,1836.0427554934554,13858.939533744997,32,1
NA1_5412948431,480.187,56,25,31,3737,3017,720,1744,11840,1907,12251,442.1425109622462,11967.754008167112,32,1
NA1_5412948431,540.217,59,25,34,4212,3437,775,738,4579,5331,13940,10427.078689642656,4638.090663193207,32,1
NA1_5412948431,600.242,67,37,30,4756,4239,517,1643,12334,2844,12811,1292.2577142350515,12442.950011954561,32,1
NA1_5412948431,660.27,67,44,23,4816,5000,-184,1697,9110,6859,13481,6764.013971008635,9266.709718125414,32,1
NA1_5412948431,720.293,77,56,21,5460,5583,-123,2147,11536,4651,12416,2654.131873136676,11734.091571144312,32,1
NA1_5412948431,780.314,89,57,32,6614,5802,812,1845,12869,4001,13670,2299.9863043070495,13000.584063802673,32,1
NA1_5412948431,840.347,99,64,35,7201,6408,793,3444,13525,4189,13970,867.7845354694908,13956.602774314386,32,1
NA1_5412948431,900.361,106,74,32,7713,7123,590,976,10806,3653,13561,3841.4000052064353,10849.986728102482,32,1
NA1_5415710667,0.0,0,0,0,0,0,0,603,611,14103,14195,19151.37217016055,858.4462708871184,1,1
NA1_5415710667,60.03,0,0,0,0,0,0,1283,6585,1320,12496,5911.115799914598,6708.823592851432,1,1
NA1_5415710667,120.06,1,2,-1,61,276,-215,1299,10971,2971,11687,1818.8567838067954,11047.635131556437,1,1
NA1_5415710667,180.144,9,5,4,829,676,153,2684,12871,3240,13219,655.9268251870783,13147.870435929919,1,1
NA1_5415710667,240.159,14,15,-1,1075,1560,-485,2441,12390,2927,13227,967.8662097624857,12628.166177240462,1,1
NA1_5415710667,300.173,23,20,3,1536,2016,-480,1403,11276,2406,13126,2104.4022904378335,11362.947900963025,1,1
NA1_5415710667,360.19,35,21,14,2089,2201,-112,1604,10884,1866,11418,594.8108943185221,11001.55770788846,1,1
NA1_5415710667,420.212,38,31,7,2521,3205,-684,1387,10667,14340,14391,13477.699544061665,10756.795898407667,1,1
NA1_5415710667,480.241,46,38,8,2920,3963,-1043,1968,12772,2934,11952,1267.1053626277492,12922.732218845982,1,1
NA1_5415710667,540.265,60,50,10,3598,4541,-943,2649,12458,2764,12831,390.3255051876574,12736.520914284245,1,1
NA1_5415710667,600.282,64,54,10,3854,5308,-1454,1263,10636,1297,10511,129.5414991421668,10710.726632679969,1,1
NA1_5415710667,660.314,70,60,10,4357,5708,-1351,6992,7242,3227,11612,5768.199459103334,10066.510219534872,1,1
NA1_5415710667,720.326,79,75,4,4878,6529,-1651,6644,6819,3343,10119,4667.61191617298,9520.582807790708,1,1
NA1_5415710667,780.331,81,80,1,5378,7500,-2122,6667,6789,1452,10956,6675.336246212621,9515.219913380877,1,1
NA1_5415801009,0.0,0,0,0,0,0,0,603,611,14103,14195,19151.37217016055,858.4462708871184,27,1
NA1_5415801009,60.011,0,0,0,0,0,0,1674,11292,3111,12957,2199.3621802695434,11415.408008476963,27,1
NA1_5415801009,120.037,3,3,0,185,246,-61,1384,11712,2145,12523,1112.1339847338538,11793.489729507548,27,1
NA1_5415801009,180.111,10,6,4,829,738,91,1466,11857,2612,12594,1362.5288987760957,11947.28441948211,27,1
NA1_5415801009,240.125,22,17,5,1477,1446,31,1833,11592,2322,12529,1056.9247844572478,11736.027990764167,27,1
NA1_5415801009,300.154,32,28,4,2125,2125,0,1277,11170,1072,12098,950.373084635713,11242.758958547496,27,1
NA1_5415801009,360.165,42,37,5,2678,2678,0,1086,10975,1199,12252,1281.989859554279,11028.600137823476,27,1
NA1_5415801009,420.167,48,47,1,3295,3653,-358,1151,10300,1528,11280,1050.0138094329998,10364.111201641943,27,1
NA1_5415801009,480.177,57,51,6,3819,3930,-111,3199,13070,6534,13697,3393.428060236433,13455.798043966028,27,1
NA1_5415801009,540.191,62,57,5,4550,4523,27,2790,12248,4611,12258,1821.027457233965,12561.75162945041,27,1
NA1_5415801009,600.205,66,59,7,4796,4842,-46,1331,11395,1785,11845,639.2307877441449,11472.470788805696,27,1
NA1_5415801009,660.212,79,69,10,5474,5457,17,2233,12168,4702,12331,2474.3746684768657,12371.196910566092,27,1
NA1_5415801009,720.226,90,74,16,6027,5794,233,1732,11145,3058,12498,1894.4352720533896,11278.778701614816,27,1
